id,sentence,difficulty
6430,"Les syn_personnes qui l'utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et déprimées.",B2
6431,"Née de la contraction anglaise de ""no-mobile phobia"", la nomophobie est, en simplifiant, une crainte obsédante et continuelle, de ne pas syn_avoir son smartphone en état de marche avec soi.",B2
6432,"Pour préserver une bonne estime de syn_soi, il est vital de conserver d'autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la danse.",C1
6433,"Oh, ça fait du syn_bien de changer d'air quelques jours.",B1
6434,Je n'aime syn_pas dessiner.,A1
6435,"Un beau jour, il apprit que Sa Majesté avait daigné accepter gracieusement la démission qu'il donnait de son emploi dans l'administration, et en même temps lui conférait la syn_place de second grand majordome major du royaume lombardo-vénitien.",C1
6436,"Elle signifie ""transmettre à quelqu'un syn_un message qu'on a reçu de quelqu'un d'autre et qui lui était adressé"".",A2
6437,"Lucie entama d'un air syn_brave sa cavatine en sol majeur; elle se plaignait d'amour, elle demandait des ailes.",C2
6438,J'aime syn_bien faire de l'escalade.,A1
6439,"Un battement de ses paupières, syn_et elle me regarda sans me voir, et ce fut la gloire et le printemps et le soleil et la mer tiède et sa transparence près du rivage et ma jeunesse revenue, et le monde était né, et je sus que personne avant elle, ni Adrienne, ni Aude, ni Isolde, ni les autres de ma splendeur et jeunesse, toutes d'elle annonciatrices et servantes.",C2
6440,La femme faisait tout ce que son mari syn_lui demandait.,B1
6441,"Il syn_ne faut pas que je dépasse 5, car je ne connais pas 6.",A1
6442,Il avait faim.,A1
6443,J'aime beaucoup l'école,A1
6444,Je retourne à mon syn_vice !,A2
6445,La caravane traversait syn_lentement les dunes orangées comme le soleil déclinait lentemement pour enfin disparaître et laisser place au froid glacial et à l'obscurité la plus totale et terrifiante.,C1
6446,Les mères de mes amis syn_d'école se sont rejoins devant la grille pour les attendre.,B1
6447,"Il y a cinq chambres, une grande cuisine, un syn_salon et deux salles de bains",A1
6448,"Le serveur : Bonsoir Mesdames, qu'est-ce que vous voulez syn_boire ?",A2
6449,Je suis complètement en sécurité car j'ai une syn_entière confiance en lui.,B1
6450,"Je me suis syn_concentré sur les pousses rapides : laitue, kale, chou kale, chou frisé.",B2
6451,"Sur le syn_plan sociodémographique, ils ressemblent aux ménages non issus de la migration; sur le plan économique, ils se rapprochent plutôt des ménages issus de la migration.",C1
6452,Les robots humanoïdes n'en sont syn_qu'à leurs balbutiements.,C2
6453,Nous crûmes longtemps que nos ancêtres syn_eurent vécu une vie de rêve.,C2
6454,"Quand ils se syn_verront, elle pleurera et elle s'évanouira ; l'émotion sera trop grande.",B1
6455,"Ce qui syn_équivaut à dire que si vous pouviez atteindre cette profondeur dans l'océan, chaque centimètre carré de la surface de votre corps subirait une pression de mille kilogrammes.",B2
6456,Je vais prendre ma douche dans syn_ma salle-de-bain.,A1
6457,Il y a des cours syn_de portugais.,A1
6458,"Comme au judaïsme, il syn_lui oppose l'idée d'une ""jouissance sanctifiée"".",C2
6459,"Lave syn_bien le pot de yaourt, il doit être propre!",A1
6460,"Apolitique et adialectique, cet univers d'objets abstraits n'admet que l'homme opposé à la syn_nature, jamais à d'autres hommes.",C2
6461,"Je m'agitais ainsi intérieurement, lorsque je fis connaissance avec le comte syn_de P ***, homme de quarante ans, dont la famille était alliée à la mienne.",C1
6462,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les pays neufs deviennent des syn_polongements européens.",C2
6463,"Si tu veux, tu peux syn_arriver tôt.",A1
6464,"Puis, l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même syn_des mots, qui ensuite sont collés les uns aux autres",B2
6465,Comment syn_peut-on aimer l'école ?,A2
6466,C'est très gentil syn_de sa part !,A2
6467,"Et, pour que rien syn_ne brise l'élan dont il va tâcher de la ressaisir, j'écarte tout obstacle, toute idée étrangère, j'abrite mes oreilles et mon attention contre les bruits de la chambre voisine.",C2
6468,Mais la formation reçue lors de son apprentissage à l'atelier Verrocchio pourrait syn_être plus large encore.,C1
6469,Les syn_Inuits pourraient porter plainte contre les Etats-Unis.,B2
6470,Idem pour syn_les voies technologiques.,C1
6471,"S'il y a des nuages avec de la pluie sur la carte, syn_c'est qu'il va pleuvoir et qu'il y a des risques de tempête ou de grêle",B1
6472,Ils ont l'intention de s'enfuir par la syn_frontière italienne.,A2
6473,"De plus, nous assistons aussi à la perte d'une caractéristique ô syn_combien essentielle et salvatrice pour notre espèce : la faculté d'empathie",C2
6474,"Rares sont celles qui, comme le syn_basque, l'égyptien, le chinois, le grec, l'hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.",C1
6475,"Comme souvent, lorsqu'une technique est émergente, sa finalisation se produit en plusieurs syn_endroits presque simultanément.",C2
6476,je réunis tous ceux qui j'aime syn_bien pour fêter l'arrivée de l'été.,A1
6477,"Je dirais qu'Andy Warhol syn_est l'artiste le plus complexe, multi-facettes et révolutionnaire de ces soixante dernières années.",B2
6478,"C'est ce que syn_tâcherait de concevoir une pensée véritablement complexe, inspirée d'Edgar Morin, qui aurait conscience des liens unissant chaque chose.",C2
6479,C'est syn_maintenant ou jamais.,A2
6480,"Catherine syn_Nave-Bekhti, secrétaire générale du Sgen-CFDT , juge cette nouvelle interdiction inutile.",B2
6481,"En même temps que les idées, la mode, les critères de comportement social, empruntés à la France, vont peu à peu façonner syn_la société policée de l'Europe continentale et même dans une certaine mesure de l'Angleterre.",C2
6482,Et c'est syn_efficace ?,A1
6483,On dirait syn_qu'elle a pleuré ou qu'elle va pleurer.,A2
6484,"Une après-midi du syn_mois de juin, Fabrice entendit une forte canonnade assez éloignée.",B2
6485,L'origine politique du sens moderne du mot Europe est claire: on est parvenu à l'idée d'Europe à partir de la notion syn_d'équilibre européen.,C2
6486,Elle est vraiment contente que tu aies syn_acccepté l'invitation.,B1
6487,"L'ordinateur peut aussi répondre à syn_des interruptions qui lui permettent d'exécuter des programmes de réponses spécifiques à chacune, puis de reprendre l'exécution séquentielle du programme interrompu.",C2
6488,Peux-tu syn_parler plus lentement?,A1
6489,"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc syn_en cause son aspect véridique et absolu",C2
6490,"Par ailleurs, Platon, dans Protagoras, relate l'apparition de la technique, et donc du travail, chez les Hommes dans ""le syn_mythe de Prométhée""",C2
6491,Le démon voulait trouver une cachette pour ne syn_pas revoir la méchante femme.,B1
6492,Il est primordial que le gouvernement poursuive syn_ses efforts pour conforter la reprise économique dans ce pays,C2
6493,Je me sens très bien dans syn_ma nouvelle maison !,A2
6494,"À syn_40 ans, il est usé.",B1
6495,"A son anniversaire, il a eu autant syn_d'argent que son frère.",B1
6496,L'anecdote est révélatrice.,B2
6497,On doit aussi faire syn_tous les exercices,A1
6498,"De Buren exprime ces différents points de vue sur la ressource à travers une triple définition du concept : la syn_ressource institutionnelle, telle qu'elle perçut au travers des règles qui encadrent ses usages, la ressource physique perçue au travers des fonctions qu'elle remplit et finalement la ressource sociale, lorsqu'elle est envisagée au travers des relations, qui se nouent entre ses usages.",C2
6499,"Ce dragon était le vieux serpent, syn_le roi.",A2
6500,C'est aussi le moment idéal pour profiter de syn_l'eau et aller nager à la mer ou à la piscine.,A1
6501,Tu as continué à penser syn_à ton amant disparu.,B1
6502,"Je grimpai jusqu'à mi-pente, syn_démontai et, tenant l'arc à demi bandé, parvins en haut de la colline.",C1
6503,Je syn_les ai vues devant la pharmacie,A2
6504,Il syn_veut tout manger.,A2
6505,"Mais syn_d'autres pourront préférer L'Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou)""",C2
6506,"En les mélangeant, on peut former d'autres couleurs. syn_Le vert par exemple, est la couleur de l'herbe et des feuilles des arbres.",B1
6507,J'ai acheté une maison en lotissement syn_comme la famille de Lucas,B1
6508,Ils ont déménagé car syn_sa femme a été mutée à Paris.,B1
6509,"Son rêve, en chassant l'histoire de l'histoire elle-même, est d'aboutir à un frottement régulier, sans frottement ni cahot, syn_qui s'incarne dans la roue et la trajectoire circulaire, leitmotiv et poncif de toutes les Expositions universelles, depuis la Grande Roue de Ferris jsuqu'au gyrotron en passant par le tapis roulant circulaire de Paris 1900 et le Rocket Ship de New York 1939.",C2
6510,Chaque organe doit trouver sa place en fonction de critères différents comme le centre syn_de gravité.,C1
6511,"Alors, tu vois le film, tu écris un texte et tu décris syn_l'histoire correctement.",A2
6512,"D'autre part, nous projetons d'externaliser en partie syn_les essais cliniques pour deux raisons.",B2
6513,"S'il fait beau, syn_l'après-midi vous pouvez aller au jardin du Luxembourg.",A1
6514,Je vous syn_ouvre un compte.,A2
6515,"Par fortes chaleurs, il est tentant de se découvrir. Une syn_fausse bonne idée, car la peau est alors exposée à la brûlure du soleil.",B2
6516,"Au bout de trois syn_ans et trois jours, le prince a enfin découvert l'enchanteresse?",B1
6517,"Enfin, selon le Haut conseil en santé publique, les ""lieux diffusant de la musique amplifiée"" ne doivent syn_pas dépasser le niveau moyen de 105 dB durant quinze minutes, ce qui est rarement respecté.",B2
6518,Les membres sont au nombre de quatre : deux en syn_haut et deux en bas.,B1
6519,"Quand il recevra cette déclaration, il constatera que tu es sincère et il s'apercevra syn_que tu l'aimes vraiment.",B1
6520,Je suis fatiguée et préfère prendre le métro pour syn_aller à l'Île de la Cité,B1
6521,Je syn_dois beaucoup travailler mais ça me plaît,A1
6522,"Ils sont en vacances, syn_il n'y a que nous sur cette partie de l'île.",B1
6523,"Quand il fera le ménage de l'appartement, il jettera les vieux papiers, il nettoiera le linge et syn_il ouvrira les fenêtres.",B1
6524,Pour syn_preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par jour.,B2
6525,Je mets mon portable dans la syn_poche de ma veste.,A1
6526,"Célibat, syn_sous-fécondité a l'échelle ibérique et départs forment ainsi un système régulateur de la croissance démographique.",C2
6527,"Là, syn_d'un coup, c'était constant",A2
6528,"Alors, syn_tu voyais le film, tu écrivais un texte et tu décrivais l'histoire.",A2
6529,"Sur les 40 hommes et femmes présents, 32 étaient séparés syn_ou en instance de divorce.",C1
6530,Pourquoi le gouvernement a-t-il décidé une extension du syn_public visé ?,B2
6531,"Et toi, quand syn_est-ce que tu rentres à Tours",A2
6532,"En deuxième position, les Français syn_font figurer les bonnes manières, puis le sens des responsabilités.",B2
6533,"Pour une meilleure conservation, syn_notre chef a transformé ses piments végétariens et son ail en purée, en les mixant avec une à deux cuillères d'huile",C1
6534,Il syn_a déjà inventé une machine à enlever la peau des bananes !,A2
6535,Je perdais mon temps syn_: je ne faisais rien d'utile à la société moderne.,B1
6536,"Lors donc que j'entendais la médiocrité disserter avec complaisance sur des principes bien établis, bien incontestables, en fait de morale, de syn_convenance ou de religion, choses qu'elle met assez volontiers sur la même ligne, je me sentais poussé à la contredire, non que j'eusse adopté des opinions opposées, mais parce que j'étais impatienté d'une conviction si ferme et si lourde.",C2
