id,sentence,difficulty
2415,ce métier ne convient que pour un début de carrière dans la vente par exemple,B1
2416,ils chevauchent un coq à taille humaine,B2
2417,ils faisaient une grande fête à chaque année,B1
2418,je ne sais quel instinct mavertissait dailleurs de me défier de ces axiomes généraux si exempts de toute restriction si purs de toute nuance,C2
2419,je tappelerais dès que je reçois les documents,B1
2420,cest le plat prefere de manon,A2
2421,elle donne sur le jardin vous y serez très bien,A1
2422,la montée des valeurs humanistes est une réalité qui se poursuit et saffirme,B2
2423,nous vous remercions de votre compréhension et nous vous souhaitons une excellente journée,A2
2424,elle se déroule dans de nombreux pays mais à des dates et avec des traditions différentes,A2
2425,je suis allé voir où elle habite sans rien dire à personne,A2
2426,finalement il est aussi question de scepticisme réalisation du stoïcisme et décriant lêtre autre comme subjectif et remettant donc en cause son aspect véridique et absolu,C2
2427,pour moi cest pas du tout frustrant je suis très content de partir en france et ça faisait très longtemps que javais envie de venir en bretagne donc pour moi cétait une très bonne opportunité,B1
2428,je vais donner des numéros ,A1
2429,le gouvernement veut lutter contre la fraude dans la rénovation énergétique notamment en renforçant les contrôles et en sattaquant aux démarchages téléphoniques abusifs,C2
2430,plus que faire une visite le promeneur remontera le temps et découvrira ainsi une partie de lhistoire de la région,B1
2431,en travaillant je bois beaucoup de thé,B1
2432,philae qui sest posé à lombre entre des rochers a dabord fonctionné avec une pile dune durée de vie de 60 heures,B1
2433,dans un premier temps les locuteurs subissent une très forte pression  politique sociale ou économique  pour parler la langue dominante,C1
2434,elle est chanteuse et elle est malienne,A1
2435,à cette époque les conventions dappellation modernes ne se sont pas encore développées en europe,C1
2436,rien dautre,A1
2437,cest chouette ,A1
2438,il sortit vivement le téléphone et jeta un oeil sur lécran avant de répondre,B2
2439,la balle est partie,A1
2440,aujourdhui cest une tarte aux framboises avec de la confiture faite maison,A2
2441,si lesprit consiste à se saisir dans sa propre opposition à soi nulle période nest mieux marquée par son avènement que celle du subjectivisme absolu,C2
2442,a quelle distance en milles la cabane se trouvetelle de la ville ,B1
2443,quand il y a un grand soleil sur la carte il fera chaud sur la région,B1
2444,et si nous allions au cinéma,B1
2445,moi aussi je veux aller me promener ,A1
2446,abandonnez sans état dâme le traditionnel cahier de vacances que les trois quarts des enfants ne terminent pas  la liste des produits alternatifs qui visent à faire aimer autant quà faire réviser est longue,C1
2447,la forêt leur donnait du bois en abondance pour les foyers et les édifices  les bêtes sauvages qui sen échappaient venaient se faire prendre dans leurs pièges et les fournissaient de venaison ,B2
2448,lécriture semble être devenue la reconversion professionnelle à la mode dans le milieu du grand banditisme,B2
2449,vous avez une voiture mais vous lutilisez peu ,A2
2450,leffet autocuiseur si sept millions de citadins rêvent de refaire leur vie aux champs tous ne passent pourtant pas à lacte,C1
2451,il peut également rendre addict le smartphone est aujourdhui omniprésent dans nos vies  58  des français déclarent avoir leur mobile 24h sur 24 h avec eux  41  le consultent même au milieu de la nuit et 7  vont jusquà répondre à leurs messages dans leur lit,B2
2452,il est assez calme,A1
2453,jai pris du poisson avec du riz et mon frère a choisi un simple steakfrites,A2
2454,et dans cette ville inerte cette foule criarde si étonnamment passée à côté de son cri comme cette ville à côté de son mouvement de son sens sans inquiétude à côté de son vrai cri le seul quon eût voulu lentendre crier parce quon le sent sien lui seul  parce quon le sent habiter en elle dans quelque refuge profond dombre et dorgueil dans cette ville inerte cette foule à côté de son cri de faim de misère de révolte de haine cette foule si étrangement bavarde et muette,C2
2455,nous sommes normalement à un moment de lannée où ce genre de phénomènes est en train de diminuer,A2
2456,jai hâte ,A1
2457,il agite son petit nez rose quand il me voit ma grandmère fait des gâteaux tous les jours,A2
2458,un néant à légard de linfini un tout à légard du néant un milieu entre rien et tout infiniment éloigné de comprendre les extrêmes notre pascal est celui de lhomme situé entre deux infinis mélange de folie et de sagesse,C2
2459,dans ma famille on adore goûter les spécialités locales alors on a tout essayé de la choucroute à la tarte flambée en passant par les kouglofs,B1
2460,je suis nouveau ici,A1
2461,oui je me doute,A1
2462,florian kirchner chargé du programme espèces de long rappelle les nombreux enjeux et défis qui attendent notre pays mais aussi le monde en matière de conservation et de protection faunistique et floristique,C1
2463,en allemagne par exemple on na pas cours laprèsmidi tandis que nous restons au collège jusquà 17 heures,B1
2464,comment vastu ,A1
2465,des enfants en choeur  des petits pois avec de la salade ,A2
2466,non dit lun de ces messieurs nous vous demandons si vous naimez pas tendrement le roi des bulgares,B1
2467,le régiment était composé de deux mille hommes  cela lui composa quatre mille coups de baguette qui depuis la nuque du cou jusquau cul lui découvrirent les muscles et les nerfs,B2
2468,si les centaines de millions daffamés de la planète sont inacceptables la situation alimentaire internationale donne pourtant selon les spécialistes  des signes lents mais tangibles damélioration,C1
2469,il était juste un peu curieux,A2
2470,ma chère sonia je suis bien arrivée à londres pour ma dernière année détudes de marketing à luniversité,B1
2471,plusieurs pays ont commencé à appliquer les principes dune gestion intelligente dune ressource longtemps considérée comme inépuisable,B2
2472,il faudra bien que quelquun aide le petit à le faire,A2
2473,le chaufffeur de bus est en retard,A1
2474,je ne vois aucune contradiction entre la promotion des langues régionales et la défense du français,C2
2475,le poids croissant du japon lémergence des nouveaux pays industrialisés npi et surtout la montée en puissance spectaculaire de la chine rappellent des réalités beaucoup plus anciennes quune hiérarchie économique entre les occidentaux et le reste du monde,C2
2476,il ne dit jamais rien qui puisse nous affecter outre mesure dans nos estimes de soi,C1
2477,il arrive bientôt,A1
2478,en effet meme si vous ne souhaitez pas acheter quelque chose il est toujours interessant de passer du temps dans les centres commerciaux,B1
2479,du haut de la tour eiffel on peut voir les principaux monuments de paris,B1
2480,cest en italie que les deux mots sont le plus souvent associés,A2
2481,quand le g20 du 15 avril décide le moratoire cest la première fois que la chine acceptait dans un cadre multilatéral de participer à un moratoire,B2
2482,les yeux de fabrice se mouillèrent il répandit des larmes en embrassant la comtesse mais sa résolution de partir ne fut pas un instant ébranlée,C1
2483,le menu est imaginé chaque jour en fonction de ce que les chefs trouvent au marché de lyon,B1
2484,nous nous interrogeons sur le soutien moral et financier des pouvoirs publics à une campagne de sensibilisation dont le message achetez du café qui vous permette de dormir tranquille encart publicitaire de la marque max havelaar france suinte la vieille culture coloniale qui marque encore aujourdhui nos imaginaires collectifs et notre rapport au monde le rôle de létat estil de financer des opérations de communication éthique denseignes multinationales,C1
2485,ce sont elles qui les comptent et les mettent dans notre panier,A2
2486,les joueurs se furent rapidement ressaisis après la tentative désastreuse pour égaliser le score avant la mitemps,C1
2487,tu noubliais pas  tu nettoyais la demeure de fond en combles,B1
2488,homme de réseaux le vagabond na pas coupé les liens avec le pays quil maintient grâce au solide maillage des postes européennes,C2
2489,revue une fois elle sera cette fois plus facilement accessible,C1
2490,selon les calculs du cnes la batterie de philae devait être totalement déchargée vers 02h00 gmt 03h00 locales,B2
2491,mais quand dun passé ancien rien ne subsiste aprés la mort des êtres après la destruction des choses seules plus frèles mais plus vivaces plus immatérielles plus persistantes plus fidèles lodeur et la saveur restent encore longtemps comme des âmes à se rappeler à attendre à espérer sur la ruine de tout le reste à porter sans fléchir sur leur gouttelette presque impalpable lédifice immense du souvenir,C2
2492,vous voyez le rôle de lécole a changé,A2
